Model type,Trial,F1_macro_validation_set,Precision validation set,recall validation set,roc_auc validation set,accuracy validation set,mcc validation set,Batch size,Learning rate,Protein layers,Compound layers,Final head layers,Epochs,batch_norm,dropout,best epoch
gat,0,0.7758186397984886,0.9083109919571044,0.6770583533173461,0.903632004932833,0.8700212426978227,0.7017213499790712,16,0.0001430528340392,"[2560, 1280]","[2560, 1280, 640]","[1280, 640]",115,False,0.0460524699725375,1
gat,1,0.7890448166591217,0.9097077244258872,0.6966426858513189,0.8992564596434185,0.8762612851832182,0.7162055559592597,64,0.0005245835639159,"[2560, 1280]","[2560, 1280, 640]","[2560, 1280]",151,True,0.3124517510477999,9
gat,2,0.7548828124999999,0.9698870765370138,0.6179056754596323,0.8869097167593956,0.8667020711630377,0.7014975107724297,64,0.0048942592286305,"[2560, 1280, 640]",[1280],"[2560, 640]",154,False,0.2965884582811106,3
gat,3,0.7752367752367753,0.9184455391351944,0.6706634692246203,0.9029518333643224,0.870817843866171,0.7043953685367134,16,0.0005482647324817,"[1280, 640]","[2560, 640]","[2560, 1280, 640]",135,False,0.1287710320770415,0
gat,4,0.7842546784254679,0.8490917559385188,0.728617106314948,0.9061817345328508,0.8668348380244291,0.6929788597964074,64,8.351305050092099e-05,"[2560, 1280]","[2560, 1280]","[1280, 640]",116,False,0.3481556341177031,4
gat,5,0.7839151568714097,0.8764822134387352,0.7090327737809752,0.9100569246392152,0.8701540095592141,0.7005335037910938,32,0.0006340966463961,"[2560, 1280, 640]","[2560, 1280]","[2560, 1280, 640]",158,True,0.103047863722637,5
gat,6,0.798183881952327,0.9238045191802418,0.7026378896882494,0.9114103945471852,0.8819702602230484,0.7303493176848516,64,0.0001182435614938,"[1280, 640]","[2560, 1280]",[640],188,False,0.1182999058527596,0
gat,7,0.7924126172208015,0.8488584474885845,0.7430055955235811,0.9134243301184104,0.8706850770047796,0.7023779496307495,16,0.0003852169673817,[2560],"[1280, 640]",[640],196,True,0.0955034776852105,2
gat,8,0.7334679454820797,0.9952054794520548,0.5807354116706634,0.9000198250941991,0.859798194370685,0.6902742466768043,16,0.0017918222595957,"[2560, 1280]","[1280, 640]","[2560, 1280]",181,False,0.4855230702550644,4
gat,9,0.8053830227743272,0.8354810996563574,0.7773780975219824,0.8975081564966715,0.8751991502920871,0.7147119946291253,64,0.00366160360854,[1280],[1280],[1280],125,False,0.2780173768825734,4
gat,10,0.7827920708561789,0.8285714285714286,0.7418065547561951,0.8972500329756076,0.8632501327668614,0.6856755763132285,32,6.19353043877805e-05,"[1280, 640]",[2560],[640],80,False,0.0019190721168773,2
gat,11,0.7736642827092973,0.816607460035524,0.7350119904076738,0.8793552434394432,0.8571428571428571,0.6717013826093091,64,0.0002895150413084,[640],"[2560, 1280, 640]","[2560, 1280]",173,True,0.1913064422564491,1
gat,12,0.7975804709440484,0.8678890456041373,0.7378097521982414,0.9150488754125924,0.8755974508762613,0.7135022764360575,64,0.0001761530792919,"[2560, 640]",[640],[2560],199,True,0.1970820880715917,4
gat,13,0.7889521399957832,0.8348951360999554,0.7478017585931255,0.9030242605120676,0.8671003717472119,0.6946313079379351,64,0.0010771629581606,"[2560, 1280]","[2560, 1280]","[2560, 1280]",149,True,0.36046864213059,8
gat,14,0.8080328222846038,0.8788163457022076,0.7478017585931255,0.9114974819349292,0.8819702602230484,0.7285332583448424,64,5.00340558717013e-05,"[2560, 1280]","[2560, 1280]","[2560, 1280]",50,True,0.1997874265899379,0
gat,15,0.7910965897488258,0.808768267223382,0.7741806554756195,0.920071100177512,0.8641795007966012,0.6909100977046206,64,6.227124506804237e-05,"[2560, 1280]","[2560, 1280]","[2560, 1280]",50,True,0.2065565819968397,1
gat,16,0.7797513321492007,0.8771228771228772,0.7018385291766587,0.8999960270352307,0.8682952734997345,0.6961470319142176,32,0.0001080072796865,"[2560, 1280]","[2560, 1280]","[2560, 1280]",87,False,0.1676112984764149,3
gat,17,0.7882642593352482,0.8098650927487352,0.7677857713828937,0.9128978725568252,0.8629845990440786,0.6876293461238526,64,5.917656587053527e-05,"[2560, 1280]","[2560, 1280]","[2560, 1280]",55,True,0.238971151174427,0
gat,18,0.7867048206031256,0.8755512003919648,0.7142286171063149,0.9073480380705377,0.8713489113117366,0.7033523052466619,64,5.004021264045378e-05,"[2560, 1280]","[2560, 1280]","[2560, 1280]",94,True,0.1249561910349385,0
gat,19,0.8206984667802386,0.8783044667274384,0.7701838529176659,0.9077173251458476,0.8882103027084439,0.7433634260579072,32,0.0002019504419622,"[2560, 1280]","[2560, 1280]",[640],69,False,0.0614610142811775,2
gat,20,0.7860355536517455,0.846792801107522,0.7334132693844924,0.9009064319121244,0.8673659054699947,0.6943933866901595,32,0.00019070378149,"[2560, 1280]",[640],"[2560, 1280]",75,False,0.0562251886443897,2
gat,21,0.7937434827945777,0.829917139119058,0.7605915267785771,0.9090889515028135,0.8686935740839087,0.6991304161608987,32,0.0001057007928008,"[2560, 1280]","[2560, 1280]",[640],65,False,0.1460527266501456,1
gat,22,0.8002541834357129,0.8512843623253717,0.7549960031974421,0.9048320389414116,0.8748008497079129,0.712268666454675,32,0.0002382555857504,"[2560, 1280]","[2560, 1280]","[2560, 1280]",101,False,0.0676589211185725,6
gat,23,0.7789473684210526,0.911134903640257,0.6802557953637091,0.8992748147406529,0.8717472118959108,0.7059146591900196,32,0.0001309988247622,"[2560, 1280]","[2560, 1280]","[2560, 1280]",66,False,6.781902021291142e-05,3
gat,24,0.7719298245614035,0.9136612021857924,0.6682653876898481,0.9088317814932944,0.8688263409453001,0.6994042663312934,64,7.859070413329821e-05,"[2560, 1280]","[2560, 1280]","[2560, 1280]",64,False,0.1580984841046788,1
gat,25,0.7808727948003714,0.9313399778516056,0.6722621902478018,0.9028123823009188,0.8746680828465215,0.714425118524615,32,9.658524163133594e-05,"[1280, 640]","[2560, 1280]","[2560, 1280]",107,False,0.0929359456483819,0
gat,26,0.7551214864221056,0.9345518867924528,0.6334932054356515,0.8985937691198929,0.8635156664896442,0.6894467137205306,64,0.0001541361731548,"[2560, 1280]","[2560, 1280]",[640],77,True,0.2264531775654869,1
gat,27,0.8030506953790937,0.9151329243353784,0.715427657873701,0.9161309520971692,0.8834306956983536,0.7330560664330014,32,0.0001992399273103,"[2560, 640]","[2560, 1280]","[2560, 1280]",170,False,0.1616373469535929,4
gat,28,0.7996406109613656,0.9128205128205128,0.7114308553157475,0.9166918552633044,0.8815719596388741,0.7286355897227987,32,0.0002280858891761,"[2560, 640]","[2560, 1280]","[2560, 1280]",181,False,0.1428980492105868,4
gat,29,0.7842105263157895,0.8688046647230321,0.7146282973621103,0.9009229991752126,0.8693574083908656,0.6985884647318411,32,0.0001380865985989,"[2560, 1280]","[2560, 1280]",[640],164,False,0.0385899729986149,4
gat,30,0.7876965772432931,0.9346871569703622,0.6806554756195043,0.8853390051378381,0.8781200212426978,0.7226018539260946,16,0.0003279651065129,"[2560, 1280]","[2560, 1280]","[2560, 1280]",139,False,0.0386033590767343,2
gat,31,0.7960242005185826,0.8664158043273753,0.7362110311750599,0.9098280421388536,0.8746680828465215,0.7113069989673219,32,0.0002196698468663,"[2560, 640]","[2560, 1280]","[2560, 1280]",185,False,0.1235951325233701,3
gat,32,0.789831251369713,0.8743328481319748,0.7202238209432454,0.901078024260512,0.8726765799256505,0.7064930528512015,32,0.0002491388567771,"[2560, 1280]","[2560, 1280]","[2560, 1280]",185,False,0.1563209178882625,1
gat,33,0.8050314465408804,0.8465608465608465,0.7673860911270983,0.9168214931037278,0.876526818906001,0.7168507946222045,32,0.0001806710922775,"[2560, 1280]","[2560, 1280]","[2560, 640]",172,False,0.0772813981805649,3
gat,34,0.775064267352185,0.8351800554016621,0.7230215827338129,0.8960660100150495,0.8605947955390335,0.6785037789905993,32,0.00039144177491,"[2560, 1280]","[2560, 1280]","[2560, 1280]",191,False,0.1134170048801713,7
gat,35,0.7820245540884874,0.9300275482093664,0.6746602717825739,0.9020897794686716,0.8750663834306956,0.7151965077695069,32,0.0001297638326706,"[2560, 640]","[2560, 1280]","[2560, 1280]",172,False,0.127513776780976,3
gat,36,0.7783516730294182,0.8882624295233214,0.6926458832933653,0.902099552962004,0.8689591078066915,0.6980593746012631,32,0.0002207079512635,"[2560, 1280]","[2560, 1280]","[2560, 1280]",141,False,0.0754207930793743,1
gat,37,0.8043615013629691,0.8460520511689458,0.7665867306155076,0.908902460536541,0.8761285183218269,0.7159158292476928,16,0.0002916364534207,"[2560, 1280]","[2560, 640]","[1280, 640]",162,False,0.1669159187440117,12
gat,38,0.8010258602265441,0.8608176389526871,0.7490007993605116,0.9073044149173703,0.8763940520446096,0.715629140972975,32,0.0001641686804263,"[2560, 1280]","[2560, 1280]","[2560, 1280]",179,False,0.0891251098186725,7
gat,39,0.7941057731126362,0.8022022838499184,0.7861710631494804,0.9147898381096315,0.8645778013807753,0.6933092721467101,16,0.0005423260387901,"[2560, 1280]","[2560, 1280]","[2560, 1280]",128,False,0.1025093959530812,1
gat,40,0.7920529801324503,0.8846153846153846,0.7170263788968825,0.8996034186567248,0.8749336165693044,0.7119619839105769,32,0.0004515573401021,"[2560, 640]",[2560],"[2560, 1280]",117,False,0.1381012630168557,3
gat,41,0.799474030243261,0.8850072780203785,0.7290167865707434,0.9175262970538084,0.8785183218268721,0.7204032406603469,64,8.152334085560215e-05,"[2560, 1280]",[1280],"[2560, 1280]",193,True,0.1783894519248652,0
gat,42,0.791875955448788,0.8728935965334618,0.7246203037569944,0.9032774575568174,0.873473181093999,0.708383878493794,64,0.0001195866024271,"[2560, 1280]","[2560, 1280]","[2560, 1280]",52,True,0.1445235691116113,0
gat,43,0.7975129533678756,0.8282393456736978,0.7689848121502798,0.9119777736458944,0.8702867764206054,0.703333617071837,64,9.725676700029938e-05,"[2560, 1280]","[2560, 1280]","[2560, 1280]",167,False,0.2193889165761869,6
gat,44,0.7940517416989203,0.8097216452014956,0.7789768185451639,0.9106671720277854,0.8657727031332979,0.6948364357571553,64,0.0001596501690583,"[2560, 1280]","[2560, 1280]","[2560, 1280]",157,True,0.1835029947041504,5
gat,45,0.7988179131620823,0.92619926199262,0.7022382094324541,0.9124165876046676,0.8825013276686139,0.7317587675427901,32,0.0001400519679827,"[2560, 1280]","[2560, 1280]","[2560, 1280]",151,False,0.260813749995299,2
gat,46,0.7916018662519441,0.7706283118849356,0.8137490007993605,0.9117571549122532,0.8576739245884227,0.6842430324709465,32,0.0002128431105375,"[2560, 1280]","[2560, 1280]","[2560, 1280]",151,False,0.2750522123325882,1
gat,47,0.781283537239751,0.8437644877144181,0.7274180655475619,0.9060562683054352,0.8647105682421667,0.6880715329369009,32,0.0002774943884981,"[2560, 1280]","[2560, 1280]","[2560, 1280]",177,False,0.2585640170209007,1
gat,48,0.8081650570676033,0.8962999026290166,0.7358113509192646,0.9134937775425782,0.8839617631439193,0.7334005398482235,32,0.0001472959090823,"[2560, 1280]","[2560, 1280]","[2560, 1280]",188,False,0.1137185085636513,5
gat,49,0.7833981841763943,0.8531073446327684,0.7242206235011991,0.9081378634666819,0.8669676048858205,0.6931328717071952,32,0.00014885877199954326,"[2560, 1280]","[2560, 1280]","[2560, 1280]",200,False,0.10738076020959625,2
