Model type,Trial,F1_macro_validation_set,Precision validation set,recall validation set,roc_auc validation set,accuracy validation set,mcc validation set,Batch size,Learning rate,Protein layers,Compound layers,Final head layers,Epochs,batch_norm,dropout,best epoch
gat,0,0.7951916534361532,0.9192448872574724,0.7006394884092726,0.9020852900184824,0.8801115241635687,0.7257396769381915,64,0.0005469407009128,"[2560, 1280]","[2560, 1280]","[2560, 1280, 1280]",141,True,0.8263408005068332,2
gat,1,0.7724917569477154,0.9403669724770642,0.6554756195043965,0.9011381352174722,0.8717472118959108,0.7088051094794687,64,0.001077008435027,"[1280, 640]","[2560, 1280]","[2560, 1280, 1280]",149,False,0.321980606468308,1
gat,2,0.7337367624810892,0.9938524590163934,0.5815347721822542,0.8759796139231756,0.859798194370685,0.6900359427004802,16,0.0010702689719742,"[2560, 2560, 2560, 1280]","[2560, 640]","[2560, 1280]",155,False,0.8878567926762226,6
gat,3,0.7684029272492467,0.8325559701492538,0.7134292565947242,0.8883030355040022,0.8571428571428571,0.6701551755206774,16,0.0012549838986353,"[2560, 1280, 1280]","[2560, 2560, 2560, 1280, 640]","[2560, 2560, 2560, 1280, 640]",128,True,0.7922993018445906,1
gat,4,0.7920410783055198,0.8522099447513812,0.7398081534772182,0.909014498143036,0.8709506107275624,0.7028397082432968,16,0.0005047916994763,"[2560, 1280, 1280, 640]","[2560, 1280, 1280, 1280]",[2560],106,False,0.2364623961980289,3
gat,5,0.7585609016038144,0.8285984848484849,0.6994404476418865,0.8783175845009876,0.8520977164099841,0.6579237644846925,32,0.0003437349738045,"[2560, 640]","[2560, 1280]",[2560],193,False,0.5874937474795024,0
gat,6,0.7726956117947527,0.9218836565096952,0.6650679456434853,0.9165514109587082,0.8700212426978227,0.7028934872806695,64,0.0006583332581199,"[2560, 640]","[2560, 1280, 640]","[2560, 1280]",187,False,0.6939847028582425,0
gat,7,0.620347394540943,1.0,0.4496402877697841,0.8578024657808545,0.8171800318640468,0.5941406117789031,64,0.0026648741705053,"[2560, 1280, 1280, 1280]","[2560, 1280]","[2560, 1280, 1280, 1280, 640]",173,True,0.9502516250691508,2
gat,8,0.7839009287925698,0.8104993597951344,0.7589928057553957,0.8997406448598577,0.8609930961232076,0.6824054620975315,64,0.0002500386003201,[640],"[2560, 1280]",[2560],147,False,0.0406161245584595,4
gat,9,0.7749546279491834,0.8961175236096537,0.6826538768984812,0.9009346399619866,0.8682952734997345,0.6969043475506206,16,0.0002209430101492,"[2560, 2560, 2560, 1280, 640]","[2560, 1280]","[2560, 1280, 1280, 1280]",128,False,0.7792452928594803,2
