Model type,Trial,F1_macro_validation_set,Precision validation set,recall validation set,roc_auc validation set,accuracy validation set,mcc validation set,Batch size,Learning rate,Protein layers,Compound layers,Final head layers,Epochs,batch_norm,dropout,best epoch
gat,0,0.8060747663551403,0.8690176322418136,0.7516339869281046,0.9294191661074712,0.9114076050700468,0.7523667803622314,16,0.0001430528340392,"[2560, 1280]","[2560, 1280, 640]","[1280, 640]",115,False,0.0460524699725375,10
gat,1,0.7674013921113688,0.8207196029776674,0.7205882352941176,0.9150523622694448,0.8929953302201468,0.7007889425184344,64,0.0005245835639159,"[2560, 1280]","[2560, 1280, 640]","[2560, 1280]",151,True,0.3124517510477999,5
gat,2,0.6764811490125673,0.9926238145416229,0.5130718954248366,0.9167889967241338,0.8797865243495664,0.661934470361286,64,0.0048942592286305,"[2560, 1280, 640]",[1280],"[2560, 640]",154,False,0.2965884582811106,3
gat,3,0.7783505154639176,0.8206521739130435,0.7401960784313726,0.9298590634541696,0.8967311541027352,0.7128763545517096,16,0.0005482647324817,"[1280, 640]","[2560, 640]","[2560, 1280, 640]",135,False,0.1287710320770415,12
gat,4,0.7569593147751605,0.7442105263157894,0.7701525054466231,0.923391451179046,0.8788525683789192,0.6764845149401695,64,8.351305050092099e-05,"[2560, 1280]","[2560, 1280]","[1280, 640]",116,False,0.3481556341177031,2
gat,5,0.7710407239819005,0.8640973630831643,0.696078431372549,0.926634015802233,0.8987324883255504,0.7138062021392411,32,0.0006340966463961,"[2560, 1280, 640]","[2560, 1280]","[2560, 1280, 640]",158,True,0.103047863722637,2
gat,6,0.7252673796791443,0.9385813148788928,0.590958605664488,0.9094706563782372,0.8903268845897265,0.6887384860753266,64,0.0001182435614938,"[1280, 640]","[2560, 1280]",[640],188,False,0.1182999058527596,0
gat,7,0.7657415696806923,0.8468646864686469,0.69880174291939,0.9280547672918492,0.895263509006004,0.7044440633939332,16,0.0003852169673817,[2560],"[1280, 640]",[640],196,True,0.0955034776852105,7
gat,8,0.7180349932705249,0.9392605633802816,0.5811546840958606,0.9129585067224746,0.8881921280853903,0.6823475756952304,16,0.0017918222595957,"[2560, 1280]","[1280, 640]","[2560, 1280]",181,False,0.4855230702550644,11
gat,9,0.7511363636363636,0.7850356294536817,0.7200435729847494,0.908329262081224,0.8831220813875917,0.6760253432342583,64,0.00366160360854,[1280],[1280],[1280],125,False,0.2780173768825734,2
gat,10,0.7851596203623814,0.8318098720292505,0.7434640522875817,0.9320528716090704,0.9003335557038026,0.7224668903257658,32,6.19353043877805e-05,[640],[2560],"[1280, 640]",80,False,0.0019190721168773,7
gat,11,0.7878449958182326,0.806967447173044,0.7696078431372549,0.9343931678422288,0.8984656437625084,0.7215074548151296,32,5.272858981176652e-05,[640],[2560],"[1280, 640]",76,False,0.0023812272829831,5
gat,12,0.7816881258941345,0.8233875828812538,0.7440087145969498,0.9234157535704786,0.8981987991994663,0.7170963522908504,32,0.0001567362307722,"[2560, 640]","[2560, 1280, 640]","[1280, 640]",76,False,0.0124255411820121,8
gat,13,0.7572145545796738,0.8927514792899408,0.6574074074074074,0.9086565503270284,0.8967311541027352,0.7066372914988686,32,0.0001776188062983,"[2560, 1280]",[640],[2560],99,False,0.187634405794549,2
gat,14,0.751913807768642,0.7841513897102307,0.7222222222222222,0.9079107797131144,0.8832555036691128,0.6767275183394228,16,5.00340558717013e-05,[640],"[2560, 1280]","[2560, 1280]",50,True,0.0259033672863109,2
gat,15,0.760512973456606,0.8404746209624259,0.6944444444444444,0.921036140399102,0.8928619079386257,0.6975419039197102,16,0.000246105303087,"[2560, 1280]","[2560, 1280]","[2560, 1280]",96,False,0.1951359430664454,2
gat,16,0.7789414095669404,0.8108426635238657,0.7494553376906318,0.9210910974902222,0.895797198132088,0.7118543069532486,32,9.664915388166716e-05,"[2560, 1280]",[2560],"[2560, 1280]",51,False,0.069849697191042,3
