Model type,Trial,F1_macro_validation_set,Precision validation set,recall validation set,roc_auc validation set,accuracy validation set,mcc validation set,Batch size,Learning rate,Protein layers,Compound layers,Final head layers,Epochs,batch_norm,dropout,best epoch
gat,0,0.7757869249394673,0.9644792293798916,0.6488456865127582,0.9083256535230004,0.8739450040838551,0.719042432413644,64,0.0005469407009128,"[2560, 1280]","[2560, 1280]","[2560, 1280, 1280]",141,True,0.8263408005068332,0
gat,1,0.7835288704853922,0.9068157614483492,0.6897529364115026,0.9113991555572054,0.8719030765042199,0.7080540889583409,64,0.001077008435027,"[1280, 640]","[2560, 1280]","[2560, 1280, 1280]",149,False,0.321980606468308,4
gat,2,0.7699349554324258,0.9500594530321046,0.6472255974078575,0.907170671504013,0.8699972774298939,0.7082786649369385,16,0.0010702689719742,"[2560, 2560, 2560, 1280]","[2560, 640]","[2560, 1280]",155,False,0.8878567926762226,10
gat,3,0.7726632221700328,0.9195081050866406,0.6662616443904414,0.8910974243423454,0.8682276068608766,0.7007618958719446,16,0.0012549838986353,"[2560, 1280, 1280]","[2560, 2560, 2560, 1280, 640]","[2560, 2560, 2560, 1280, 640]",128,True,0.7922993018445906,2
gat,4,0.8112739571589628,0.915055951169888,0.728635074929121,0.91244733859173,0.8860604410563572,0.740899297075612,16,0.0005047916994763,"[2560, 1280, 1280, 640]","[2560, 1280, 1280, 1280]",[2560],106,False,0.2364623961980289,5
gat,5,0.8101104502973662,0.8517195176418044,0.7723774807614419,0.9069143041128488,0.8783011162537435,0.7227471529617376,32,0.0003437349738045,"[2560, 640]","[2560, 1280]",[2560],193,False,0.5874937474795024,3
gat,6,0.8070781182563661,0.8637413394919169,0.7573916565411097,0.9129881434026338,0.8783011162537435,0.7220610464133713,64,0.0006583332581199,"[2560, 640]","[2560, 1280, 640]","[2560, 1280]",187,False,0.6939847028582425,0
gat,7,0.5099577549788775,1.0,0.3422438234102876,0.8333127375727215,0.778927307378165,0.5067037335106215,64,0.0026648741705053,"[2560, 1280, 1280, 1280]","[2560, 1280]","[2560, 1280, 1280, 1280, 640]",173,True,0.9502516250691508,0
gat,8,0.8186386477843763,0.9387113672079624,0.7257999189955447,0.9207709325386692,0.8919139667846447,0.7559162758557294,64,0.0002500386003201,[640],"[2560, 1280]",[2560],147,False,0.0406161245584595,4
gat,9,0.7621092817943211,0.9274099883855982,0.6468205751316323,0.8938739903198264,0.8642798802069154,0.6926633263007957,16,0.0002209430101492,"[2560, 2560, 2560, 1280, 640]","[2560, 1280]","[2560, 1280, 1280, 1280]",128,False,0.7792452928594803,0
gat,10,0.7979062357760582,0.9106493506493506,0.7100040502227623,0.9128355022413254,0.8791178872855976,0.7247964131287229,32,7.750280191550537e-05,[1280],"[2560, 1280, 1280, 640]","[2560, 2560, 2560, 1280]",80,True,0.0038381442337546,3
gat,11,0.7932296431838974,0.9111928533893852,0.7023086269744836,0.91199651566237,0.8769398312006534,0.7198652884647472,16,0.0001624770444425,"[2560, 1280, 1280, 640]","[2560, 1280, 1280, 1280]",[2560],89,False,0.1170103953179396,4
gat,12,0.8050759309340545,0.8276304533789564,0.7837181044957473,0.9136114558271178,0.8724475905254561,0.7109734681825363,16,0.0001472483101536,[640],"[2560, 1280, 1280, 1280]","[2560, 640]",102,False,0.2734985438235139,14
gat,13,0.8100634632819584,0.9197117858980958,0.7237748076144188,0.898106128459579,0.8859243125510482,0.7408939003702812,64,0.0003284928575752,"[2560, 1280, 1280, 640]","[2560, 1280, 1280, 1280, 1280]","[2560, 1280]",103,False,0.3347657348823497,4
gat,14,0.8000849798172934,0.8413762287756926,0.7626569461320373,0.9143933888272816,0.8719030765042199,0.7080213684206669,32,5.00340558717013e-05,[640],"[2560, 1280]",[2560],50,False,0.1600728190273673,0
gat,15,0.7892462794047047,0.9687684148497347,0.6658566221142163,0.9087437972918736,0.8804791723386878,0.7340817210100613,16,0.0003533170501921,"[2560, 1280, 1280, 1280, 640]","[2560, 1280, 1280, 1280, 640]","[1280, 640]",109,False,0.452262186985627,5
gat,16,0.7563917028461167,0.9350029815146096,0.6350749291211016,0.8964463011633366,0.8625102096378982,0.689577132718548,64,0.0036949196925389,"[2560, 1280, 640]","[1280, 640]",[1280],68,False,0.0502481289519716,1
gat,17,0.8090950022512382,0.910795742524075,0.7278250303766707,0.9230486326532662,0.8845630274979581,0.7372353248404263,16,0.0001372911339984,"[2560, 1280, 1280, 1280, 1280]",[1280],"[2560, 1280, 1280, 1280, 1280]",162,False,0.1774855588842728,8
gat,18,0.8069738480697384,0.8275862068965517,0.787363304981774,0.9223399059554386,0.8734004900626191,0.7133637530268193,64,0.0006392267660959,[2560],"[2560, 1280]","[2560, 1280, 640]",116,True,0.0018730592122092,11
gat,19,0.8051362919576481,0.9071065989847716,0.7237748076144188,0.9032745432329514,0.8822488429077049,0.7317414192230872,32,0.0002367984050577,"[2560, 1280]","[2560, 1280]","[2560, 1280]",138,False,0.2109976967939514,4
gat,20,0.8097686375321337,0.859481582537517,0.7654921020656136,0.908391593175927,0.8791178872855976,0.7242139833066431,16,0.0001001856009858,"[2560, 1280]",[640],[640],91,False,0.4187957738414241,3
gat,21,0.8009142857142857,0.919202518363064,0.7095990279465371,0.904620658893262,0.8814320718758508,0.7306677913754994,64,0.0003604873850565,"[2560, 1280, 1280, 640]","[2560, 1280, 1280, 1280, 1280]",[2560],117,False,0.3424651335879947,3
