seed,f1_macro,precision,roc_auc,accuracy,mcc,recall
0,0.7918706107682486,0.8813358597820938,0.898315050843206,0.8736270836025326,0.7099902136831914,0.7188948995363215
1,0.7507774322523324,0.6950156275703241,0.9039764003448257,0.8187750355343067,0.6147018574372463,0.8162673879443586
2,0.7796507519935401,0.8163179031917143,0.9026672598048967,0.8589611060860576,0.6777253279472828,0.7461360123647605
3,0.7837160751565762,0.8524069028156221,0.9063870136559069,0.8661325752681225,0.6923973306501953,0.7252704791344667
4,0.7902428304581914,0.9161783439490446,0.9139594561101714,0.8766636516345782,0.7187524999216333,0.6947449768160742
