seed,f1_macro,precision,roc_auc,accuracy,mcc,recall
0,0.7705745341614906,0.7677431831367241,0.9032718287086929,0.8472670887711591,0.6561185600493695,0.7734268458990844
1,0.7726920093095424,0.7692604749951728,0.903899360622709,0.8485592453805402,0.6591662570798058,0.7761542957334892
2,0.7785363772135694,0.8604102805941994,0.8985732629503256,0.8658741439462463,0.6899959187100845,0.7108903175530878
3,0.71285580231467,0.5954278249510124,0.9154927643861303,0.762760046517638,0.5542654694818897,0.8879797389440873
4,0.800547598989048,0.8711895484758194,0.9116518867811714,0.8776327690916139,0.7180250789570357,0.7405026300409118
