accuracy,f1_score,recall,precision,roc_auc,mcc,seed,class_name
0.9330357142857143,0.912280701754386,0.8863636363636364,0.9397590361445783,0.9879992479946526,0.8591641453889999,0,Alkaloids
0.9308035714285714,0.9106628242074928,0.8977272727272727,0.9239766081871345,0.9871166861631016,0.8544518947783389,1,Alkaloids
0.9296875,0.908029197080292,0.8835227272727273,0.933933933933934,0.9863333472593583,0.8520479838212516,2,Alkaloids
0.9386160714285714,0.9199417758369723,0.8977272727272727,0.9432835820895522,0.989999373328877,0.8709184432985108,3,Alkaloids
0.9430803571428571,0.9264069264069263,0.9119318181818182,0.9413489736070382,0.9904432653743316,0.8803149747808182,4,Alkaloids
0.893305439330544,0.899803536345776,0.920911528150134,0.8796414852752881,0.9568765976681838,0.7867824621298007,0,Amino_acids_and_Peptides
0.8870292887029289,0.893421052631579,0.9101876675603218,0.8772609819121447,0.9567616434939834,0.7739239118230067,1,Amino_acids_and_Peptides
0.8898186889818689,0.895778364116095,0.9101876675603218,0.8818181818181818,0.9549574474717875,0.7794159585826235,2,Amino_acids_and_Peptides
0.8926080892608089,0.8978779840848807,0.9075067024128687,0.8884514435695539,0.9553821934035788,0.7848660081550811,3,Amino_acids_and_Peptides
0.8919107391910739,0.8984937786509495,0.9195710455764075,0.8783610755441741,0.9563758650788703,0.7839795891887821,4,Amino_acids_and_Peptides
0.8931422055709399,0.7885235332043843,0.7740506329113924,0.8035479632063075,0.9290545755925822,0.7172905923167928,0,Carbohydrates
0.8911874898191888,0.7872611464968151,0.7822784810126582,0.7923076923076923,0.9260139909651517,0.7141899498252889,1,Carbohydrates
0.8929793125916273,0.7884057971014493,0.7746835443037975,0.8026229508196722,0.9291074686043186,0.7170141435179955,2,Carbohydrates
0.8955856002606287,0.7919506653683868,0.7721518987341772,0.8127914723517655,0.9292103392649399,0.7227385560279701,3,Carbohydrates
0.8965629581365043,0.7929572872513856,0.769620253164557,0.8177538668459986,0.9281154122739552,0.7246943001983458,4,Carbohydrates
0.8932950691364466,0.7850761954808197,0.7693099897013388,0.8015021459227468,0.932485295080752,0.7144113019496461,0,Fatty_acids
0.9003391599269501,0.7985232067510548,0.7796086508753862,0.8183783783783783,0.9345475462054365,0.7327510897234031,1,Fatty_acids
0.8862509783459431,0.7731529656607701,0.7651905252317199,0.7812828601472135,0.932916025249352,0.6973258866784388,2,Fatty_acids
0.9037307591964518,0.8025682182985554,0.772399588053553,0.8351893095768375,0.9432956507408056,0.7400297806560195,3,Fatty_acids
0.9026871901904513,0.8004280363830925,0.7703398558187435,0.8329621380846325,0.9416407400930262,0.7371972007882603,4,Fatty_acids
0.8585178055822906,0.7210626185958253,0.811965811965812,0.6484641638225256,0.917391304347826,0.634992489979563,0,Shikimates_and_Phenylpropanoids
0.8719923002887392,0.73558648111332,0.7905982905982906,0.6877323420074349,0.9155810373201677,0.6544357531926287,1,Shikimates_and_Phenylpropanoids
0.8768046198267565,0.7480314960629921,0.811965811965812,0.6934306569343066,0.9229654403567447,0.6708087717323628,2,Shikimates_and_Phenylpropanoids
0.8556304138594802,0.7169811320754716,0.811965811965812,0.6418918918918919,0.9138928704146095,0.6295915973220454,3,Shikimates_and_Phenylpropanoids
0.8739172281039461,0.7321063394683026,0.7649572649572649,0.7019607843137254,0.9173435260391783,0.650889376114774,4,Shikimates_and_Phenylpropanoids
0.8693693693693694,0.8786610878661089,0.8267716535433071,0.9375,0.9504351429755491,0.745252969953848,0,Terpenoids
0.8738738738738738,0.8823529411764706,0.8267716535433071,0.9459459459459459,0.9463738085370907,0.7556391124715065,1,Terpenoids
0.8783783783783784,0.8860759493670887,0.8267716535433071,0.9545454545454546,0.9370078740157479,0.766086588088151,2,Terpenoids
0.8783783783783784,0.8851063829787233,0.8188976377952756,0.9629629629629629,0.935764608371322,0.7689609990894579,3,Terpenoids
0.8693693693693694,0.8744588744588745,0.7952755905511811,0.9711538461538461,0.9368421052631578,0.7572283609344566,4,Terpenoids
