accuracy,f1_score,recall,precision,roc_auc,mcc,seed,class_name
0.6701298701298701,0.374384236453202,0.8571428571428571,0.23949579831932774,0.880217912687786,0.32615581662048737,0,Alkaloids
0.7095238095238096,0.41904761904761906,0.9097744360902256,0.2722159730033746,0.9187278372055382,0.3891907206164402,1,Alkaloids
0.6848484848484848,0.39232053422370616,0.8834586466165414,0.2521459227467811,0.8976750217029855,0.3529530197472825,2,Alkaloids
0.6727272727272727,0.38235294117647056,0.8796992481203008,0.24425887265135698,0.8868134131807013,0.34046785678158215,3,Alkaloids
0.5787878787878787,0.32942798070296353,0.8984962406015038,0.20168776371308017,0.8890793520003532,0.2782349575008133,4,Alkaloids
0.8652173913043478,0.8324324324324324,0.9112426035502958,0.7661691542288557,0.9502429898940605,0.7286972976657797,0,Amino_acids_and_Peptides
0.8869565217391304,0.8547486033519553,0.9053254437869822,0.8095238095238095,0.952520384717054,0.7658905069024373,1,Amino_acids_and_Peptides
0.8521739130434782,0.8201058201058201,0.9171597633136095,0.7416267942583732,0.9619959738912951,0.7083521848813384,2,Amino_acids_and_Peptides
0.8434782608695652,0.8115183246073299,0.9171597633136095,0.7276995305164319,0.9520933731877428,0.694038380236536,3,Amino_acids_and_Peptides
0.8586956521739131,0.8266666666666667,0.9171597633136095,0.7524271844660194,0.9591288964802049,0.719260049393302,4,Amino_acids_and_Peptides
0.9470663265306123,0.8732824427480915,0.8218390804597702,0.9315960912052117,0.9704046542302619,0.8426298690103567,0,Carbohydrates
0.9457908163265306,0.8717948717948717,0.8304597701149425,0.9174603174603174,0.9708969285848879,0.8392026529291354,1,Carbohydrates
0.9464285714285714,0.8753709198813058,0.8477011494252874,0.9049079754601227,0.9723855285472018,0.8420262713706529,2,Carbohydrates
0.9432397959183674,0.8653555219364598,0.8218390804597702,0.9137380191693291,0.9676653476540419,0.8313940455647931,3,Carbohydrates
0.9406887755102041,0.858877086494689,0.8132183908045977,0.909967845659164,0.9693682871678916,0.8235611755582962,4,Carbohydrates
0.9262114537444934,0.8667992047713716,0.8515625,0.8825910931174089,0.9622315950920245,0.8160434758961734,0,Fatty_acids
0.9361233480176211,0.8816326530612245,0.84375,0.9230769230769231,0.9561325728527608,0.8395991128164964,1,Fatty_acids
0.9372246696035242,0.8839103869653767,0.84765625,0.9234042553191489,0.9509621836656441,0.8424459782059353,2,Fatty_acids
0.9328193832599119,0.8767676767676766,0.84765625,0.9079497907949791,0.9479965490797546,0.8315918924646037,3,Fatty_acids
0.9361233480176211,0.8821138211382114,0.84765625,0.9194915254237288,0.9619380272239264,0.8397110388535451,4,Fatty_acids
0.5288461538461539,0.1090909090909091,1.0,0.057692307692307696,0.8085808580858086,0.17234549688642783,0,Polyketides
0.5288461538461539,0.1090909090909091,1.0,0.057692307692307696,0.834983498349835,0.17234549688642783,1,Polyketides
0.7692307692307693,0.19999999999999998,1.0,0.1111111111111111,0.9867986798679867,0.2910471969407792,2,Polyketides
0.6153846153846154,0.13043478260869565,1.0,0.06976744186046512,0.9537953795379538,0.2052724331631419,3,Polyketides
0.7596153846153846,0.19354838709677416,1.0,0.10714285714285714,0.9933993399339934,0.2839407472503385,4,Polyketides
0.8045454545454546,0.4665012406947891,0.6266666666666667,0.3715415019762846,0.8081473684210527,0.374541765193431,0,Shikimates_and_Phenylpropanoids
0.7854545454545454,0.4537037037037037,0.6533333333333333,0.3475177304964539,0.817719298245614,0.3612706344895495,1,Shikimates_and_Phenylpropanoids
0.7609090909090909,0.42701525054466233,0.6533333333333333,0.31715210355987056,0.7883649122807018,0.32926606505084727,2,Shikimates_and_Phenylpropanoids
0.7518181818181818,0.41036717062634986,0.6333333333333333,0.3035143769968051,0.7785333333333333,0.30716969100345576,3,Shikimates_and_Phenylpropanoids
0.7290909090909091,0.3943089430894309,0.6466666666666666,0.28362573099415206,0.7783789473684211,0.2882402837954111,4,Shikimates_and_Phenylpropanoids
0.6984732824427481,0.6220095693779905,1.0,0.4513888888888889,0.982194455290902,0.5199760287763023,0,Terpenoids
0.732824427480916,0.65,1.0,0.48148148148148145,0.981647793830535,0.5571325615213591,1,Terpenoids
0.6946564885496184,0.6190476190476191,1.0,0.4482758620689655,0.9781335415853183,0.5159795566232658,2,Terpenoids
0.7175572519083969,0.6372549019607843,1.0,0.4676258992805755,0.9793830534947287,0.5403419936569727,3,Terpenoids
0.6335877862595419,0.5752212389380531,1.0,0.40372670807453415,0.9887543928153065,0.45495800841278045,4,Terpenoids
