accuracy,f1_score,recall,precision,roc_auc,mcc,seed,class_name
0.9444444444444444,0.4736842105263158,0.3103448275862069,1.0,0.8541514741118866,0.5409818496279508,0,Alkaloids
0.9444444444444444,0.4736842105263158,0.3103448275862069,1.0,0.8467548702989895,0.5409818496279508,1,Alkaloids
0.9444444444444444,0.4736842105263158,0.3103448275862069,1.0,0.8841545994374413,0.5409818496279508,0,Alkaloids
0.9444444444444444,0.4736842105263158,0.3103448275862069,1.0,0.841545994374414,0.5409818496279508,1,Alkaloids
0.9444444444444444,0.4736842105263158,0.3103448275862069,1.0,0.8609230128138348,0.5409818496279508,2,Alkaloids
0.9416666666666667,0.4324324324324324,0.27586206896551724,1.0,0.8724867173663924,0.5093175715746842,3,Alkaloids
0.9444444444444444,0.4736842105263158,0.3103448275862069,1.0,0.8777997708094593,0.5409818496279508,4,Alkaloids
0.7575757575757576,0.8400000000000001,0.7241379310344828,1.0,0.9655172413793104,0.49130368444051753,0,Amino_acids_and_Peptides
0.7575757575757576,0.8400000000000001,0.7241379310344828,1.0,0.9913793103448276,0.49130368444051753,1,Amino_acids_and_Peptides
0.7575757575757576,0.8400000000000001,0.7241379310344828,1.0,0.9741379310344828,0.49130368444051753,2,Amino_acids_and_Peptides
0.7575757575757576,0.8400000000000001,0.7241379310344828,1.0,0.9655172413793103,0.49130368444051753,3,Amino_acids_and_Peptides
0.7575757575757576,0.8400000000000001,0.7241379310344828,1.0,0.9310344827586207,0.49130368444051753,4,Amino_acids_and_Peptides
0.9166666666666666,0.0,0.0,0.0,0.9393939393939394,0.0,0,Fatty_acids
0.9444444444444444,0.5,0.3333333333333333,1.0,0.8787878787878787,0.5606119105813882,1,Fatty_acids
0.9166666666666666,0.0,0.0,0.0,0.9595959595959596,0.0,2,Fatty_acids
0.9166666666666666,0.0,0.0,0.0,0.7878787878787878,0.0,3,Fatty_acids
0.9166666666666666,0.0,0.0,0.0,0.8686868686868686,0.0,4,Fatty_acids
0.8809523809523809,0.0,0.0,0.0,0.854054054054054,0.0,0,Shikimates_and_Phenylpropanoids
0.8809523809523809,0.0,0.0,0.0,0.8486486486486486,0.0,1,Shikimates_and_Phenylpropanoids
0.8809523809523809,0.0,0.0,0.0,0.9027027027027027,0.0,2,Shikimates_and_Phenylpropanoids
0.8809523809523809,0.0,0.0,0.0,0.7675675675675675,0.0,3,Shikimates_and_Phenylpropanoids
0.8809523809523809,0.0,0.0,0.0,0.7837837837837838,0.0,4,Shikimates_and_Phenylpropanoids
