accuracy,f1_score,recall,precision,roc_auc,mcc,seed,num_samples_test,similarity
0.9442231075697212,0.8852459016393442,1.0,0.7941176470588235,0.9984959578868209,0.8588846781815642,0,251,20
0.9163346613545816,0.8346456692913385,0.9814814814814815,0.726027397260274,0.9953938710283887,0.7961975209685137,1,251,20
0.8685258964143426,0.7659574468085106,1.0,0.6206896551724138,0.9924797894341042,0.7188297859429316,2,251,20
0.9322709163346613,0.859504132231405,0.9629629629629629,0.7761194029850746,0.9956758789246098,0.8237957860046066,3,251,20
0.9402390438247012,0.8780487804878049,1.0,0.782608695652174,0.9984019552547472,0.8503053575389072,4,251,20
1.0,1.0,1.0,1.0,1.0,1.0,0,159,40
1.0,1.0,1.0,1.0,1.0,1.0,1,159,40
1.0,1.0,1.0,1.0,1.0,1.0,2,159,40
1.0,1.0,1.0,1.0,1.0,1.0,3,159,40
1.0,1.0,1.0,1.0,1.0,1.0,4,159,40
0.8776167471819646,0.849802371541502,0.8669354838709677,0.8333333333333334,0.9585423333045058,0.7470248580504937,0,621,60
0.8904991948470209,0.864,0.8709677419354839,0.8571428571428571,0.9644015393928911,0.7724348637729911,1,621,60
0.8921095008051529,0.8657314629258517,0.8709677419354839,0.8605577689243028,0.9604341433883941,0.7756011103762459,2,621,60
0.8824476650563607,0.8537074148296593,0.8588709677419355,0.848605577689243,0.9606719709417971,0.7555011650636632,3,621,60
0.8904991948470209,0.864,0.8709677419354839,0.8571428571428571,0.9635799532993168,0.7724348637729911,4,621,60
0.8697674418604651,0.8861788617886179,0.9083333333333333,0.8650793650793651,0.963421052631579,0.7354100354904916,0,215,80
0.8790697674418605,0.8943089430894309,0.9166666666666666,0.873015873015873,0.9669298245614035,0.7544254483143588,1,215,80
0.8790697674418605,0.896,0.9333333333333333,0.8615384615384616,0.964298245614035,0.7555483953979139,2,215,80
0.8558139534883721,0.8803088803088803,0.95,0.8201438848920863,0.9646491228070175,0.7135019101492887,3,215,80
0.8604651162790697,0.8846153846153846,0.9583333333333334,0.8214285714285714,0.9664035087719298,0.7243562232622704,4,215,80
