accuracy,f1_score,recall,precision,roc_auc,mcc,seed,num_samples_test,similarity
0.6804326450344149,0.3157894736842105,0.7075471698113207,0.2032520325203252,0.7688523911107427,0.24455389555030854,0,1017,20
0.7335299901671584,0.35933806146572106,0.7169811320754716,0.23974763406940064,0.7908787772093697,0.29846353088564004,1,1017,20
0.688298918387414,0.32409381663113007,0.7169811320754716,0.209366391184573,0.7665741565354265,0.25635045565674425,2,1017,20
0.6853490658800393,0.3333333333333333,0.7547169811320755,0.21390374331550802,0.7831224240415882,0.27374692541616186,3,1017,20
0.6676499508357916,0.324,0.7641509433962265,0.20558375634517767,0.7713584491435909,0.2637915111455064,4,1017,20
0.8519021739130435,0.5823754789272031,0.5033112582781457,0.6909090909090909,0.8926925907058358,0.5042313674987777,0,736,40
0.8491847826086957,0.5779467680608364,0.5033112582781457,0.6785714285714286,0.8793569932642781,0.4966655875655323,1,736,40
0.8573369565217391,0.5849802371541502,0.4900662251655629,0.7254901960784313,0.8897492500141507,0.516824810626803,2,736,40
0.8491847826086957,0.5714285714285714,0.4900662251655629,0.6851851851851852,0.8890586970057168,0.49295211446751136,3,736,40
0.8505434782608695,0.5833333333333334,0.5099337748344371,0.6814159292035398,0.8894775570272259,0.5022780809100217,4,736,40
0.8639296187683284,0.6158940397350994,0.5688073394495413,0.6714801444043321,0.89280435679951,0.5366158671391758,0,1705,60
0.8627565982404692,0.6188925081433225,0.581039755351682,0.662020905923345,0.8929929916601199,0.5373298373857767,1,1705,60
0.8639296187683284,0.6120401337792643,0.5596330275229358,0.6752767527675276,0.8945020705449994,0.533852860978389,2,1705,60
0.8627565982404692,0.6188925081433225,0.581039755351682,0.662020905923345,0.8938429581496916,0.5373298373857767,3,1705,60
0.8633431085043989,0.6135986733001658,0.5657492354740061,0.6702898550724637,0.891989898048406,0.5341302486536139,4,1705,60
0.8035343035343036,0.6413662239089184,0.757847533632287,0.555921052631579,0.8824311122168488,0.522059264218955,0,962,80
0.8076923076923077,0.6476190476190476,0.7623318385650224,0.5629139072847682,0.8845124607850872,0.5307596441565384,1,962,80
0.8128898128898129,0.6484375,0.7443946188340808,0.5743944636678201,0.8850525191599361,0.5319993258130802,2,962,80
0.8087318087318087,0.6461538461538462,0.7533632286995515,0.5656565656565656,0.8839117216939629,0.5287086137441022,3,962,80
0.8014553014553014,0.6389413988657845,0.757847533632287,0.5522875816993464,0.8819517345582747,0.5186908516705546,4,962,80
