accuracy,f1_score,recall,precision,roc_auc,mcc,seed,similarity
0.7053571428571429,0.5830324909747292,0.9281609195402298,0.425,0.9322074618428492,0.4739195642315582,0,20
0.7130102040816326,0.5879120879120879,0.9224137931034484,0.4314516129032258,0.9328669681552666,0.4790821847850526,1,20
0.701530612244898,0.5798922800718133,0.9281609195402298,0.4216710182767624,0.933375730167703,0.46973389640466,2,20
0.7079081632653061,0.5843920145190562,0.9252873563218392,0.4270557029177719,0.932322875447522,0.4750633137679084,3,20
0.7021683673469388,0.5796579657965796,0.9252873563218392,0.4220183486238532,0.9336913510457886,0.4687525053800808,4,20
0.8182527301092044,0.7249114521841795,0.9109792284866468,0.6019607843137255,0.9469800449028936,0.6261075428458944,0,60
0.8174726989079563,0.7214285714285713,0.8991097922848664,0.6023856858846919,0.9449044635988256,0.6197715256853127,1,60
0.8237129485179407,0.7303102625298329,0.9080118694362018,0.6107784431137725,0.94647135477996,0.6330162258554554,2,60
0.8205928237129485,0.7255369928400954,0.9020771513353116,0.6067864271457086,0.9448416623490808,0.625752778615101,3,60
0.8221528861154446,0.7272727272727273,0.9020771513353116,0.6092184368737475,0.9454162937842464,0.6281149765135458,4,60
0.9089428245642612,0.8138528138528138,0.7734177215189874,0.8587491215741392,0.947267957941032,0.7556097214280219,0,80
0.9112233262746376,0.8177866934135741,0.7740506329113924,0.8667611622962438,0.944231121637268,0.7614731100931813,1,80
0.908617038605636,0.8150346191889217,0.7822784810126582,0.8506538196834136,0.9456416019502388,0.7556623749279902,2,80
0.9073138947711352,0.8121492241663916,0.7784810126582279,0.8488612836438924,0.9448712520234006,0.7520206187283492,3,80
0.9100830754194494,0.8174603174603174,0.7822784810126582,0.8559556786703602,0.9476880478452692,0.7593216028916994,4,80
