accuracy,f1_score,recall,precision,roc_auc,mcc,seed,similarity
0.1590909090909091,0.2424242424242424,0.9866666666666668,0.138188608776844,0.5812912280701754,0.032317465464418,0,20
0.1636363636363636,0.244663382594417,0.9933333333333332,0.1395131086142322,0.5909964912280703,0.05301926176782,1,20
0.17,0.2460776218001651,0.9933333333333332,0.1404335532516493,0.5964912280701754,0.0618580438344181,2,20
0.1645454545454545,0.2436213991769547,0.9866666666666668,0.1389671361502347,0.5930175438596491,0.0418488551037091,3,20
0.1654545454545454,0.2463054187192118,1.0,0.1404494382022472,0.5922456140350876,0.0687817449960909,4,20
0.9047619047619048,0.3333333333333333,0.2,1.0,0.9135135135135136,0.4248385633132293,0,40
0.8809523809523809,0.0,0.0,0.0,0.9351351351351352,0.0,1,40
0.8809523809523809,0.0,0.0,0.0,0.9081081081081082,0.0,2,40
0.8809523809523809,0.0,0.0,0.0,0.9675675675675676,0.0,3,40
0.8809523809523809,0.0,0.0,0.0,0.9459459459459458,0.0,4,40
0.7058146229130685,0.5560382276281495,0.9116809116809116,0.4,0.8728843173287618,0.4554554435012289,0,60
0.7017846862406448,0.5557461406518011,0.9230769230769232,0.3975460122699386,0.8741443741443743,0.4576840934401092,1,60
0.690846286701209,0.5460693153000845,0.9202279202279202,0.3882211538461538,0.8703436481214258,0.4444898291650069,2,60
0.7144502014968336,0.5610619469026548,0.9031339031339032,0.4069319640564827,0.8691966469744247,0.4600516251400722,3,60
0.6914219919401267,0.5465313028764806,0.9202279202279202,0.3886883273164861,0.8695173139617585,0.4450916451446916,4,60
0.7969201154956689,0.6441821247892074,0.8162393162393162,0.532033426183844,0.8806232414928068,0.533680929828408,0,80
0.7901828681424446,0.634228187919463,0.8076923076923077,0.5220994475138122,0.8854966289748898,0.5197024966394317,1,80
0.7911453320500481,0.6401326699834163,0.8247863247863247,0.5230352303523035,0.8827467218771566,0.5290995460600619,2,80
0.7882579403272377,0.6321070234113713,0.8076923076923077,0.5192307692307693,0.8796942188246536,0.5168646281390173,3,80
0.7786333012512031,0.6192052980132451,0.7991452991452992,0.5054054054054054,0.8779051866008387,0.49882513887099356,4,80
