accuracy,f1_score,recall,precision,roc_auc,mcc,seed,similarity
0.8802442910249602,0.8158432013066558,0.8770851624231782,0.7625954198473283,0.9548462261121005,0.7316639861466835,0,40
0.881837493361657,0.8164948453608247,0.8691834942932397,0.7698289269051322,0.9537460149932173,0.7327549755649206,1,40
0.8831651619755709,0.8184818481848185,0.8709394205443372,0.7719844357976654,0.9544157668407999,0.7356997451463574,2,40
0.8807753584705258,0.8146925299215848,0.8665496049165935,0.7686915887850467,0.953616342479813,0.7301089200841318,3,40
0.8773234200743495,0.8106557377049181,0.8683055311676909,0.760184473481937,0.9535461589029705,0.7240006434313835,4,40
0.9098360655737705,0.7267080745341615,0.785234899328859,0.6763005780346821,0.9349553248987609,0.675770513789092,0,30
0.9067622950819673,0.72,0.785234899328859,0.6647727272727273,0.9337055582155928,0.667847803235512,1,30
0.9108606557377049,0.7339449541284404,0.8053691275167785,0.6741573033707865,0.9348092482734555,0.6847960942757778,2,30
0.9098360655737705,0.7232704402515723,0.7718120805369127,0.6804733727810651,0.9318877157673486,0.6715643997007397,3,30
0.9026639344262295,0.7129909365558912,0.7919463087248322,0.6483516483516484,0.930297103625135,0.6598383087473972,4,30
