accuracy,f1_score,recall,precision,roc_auc,mcc,seed,similarity
0.9198880298587043,0.892755174875089,0.8664703844821614,0.9206845785793154,0.9671953438678487,0.8298852244102355,0,80
0.9203545721141029,0.8934462773071778,0.8676827156217527,0.9207866201065981,0.9673314567000202,0.8308816412889563,1,80
0.9200213276459611,0.893048128342246,0.8676827156217527,0.9199412412780023,0.9672061987442494,0.8301692013672208,2,80
0.9200213276459611,0.8929718159115233,0.8669899549705576,0.9205590290547996,0.9671139088400535,0.830169610217769,3,80
0.9208211143695014,0.8941365175548032,0.868895046761344,0.9208883994126285,0.9674423321791075,0.8318783518705637,4,80
0.8528961354832898,0.8042201174919075,0.7873239436619718,0.8218573878951237,0.9261270934087691,0.6869001439754195,0,60
0.8530762994324835,0.8047408116844248,0.7889671361502347,0.8211580747617884,0.92349986240103,0.6873990257827318,1,60
0.8532564633816774,0.8041361067692678,0.7849765258215963,0.8242543751540548,0.9270390211463196,0.6874503563843045,2,60
0.858841545806684,0.8115907178069016,0.7922535211267606,0.8318954892777914,0.927344363898148,0.6993750443660159,3,60
0.851184577965949,0.80158539514773,0.7833333333333333,0.8207083128381701,0.924609284121628,0.683108884016558,4,60
0.8998816568047338,0.8577194752774975,0.8534136546184738,0.8620689655172413,0.9565851591401612,0.780514093561684,0,40
0.8989349112426035,0.8554012868269556,0.8453815261044176,0.8656614119259767,0.955290219832093,0.7778684234095263,1,40
0.8975147928994083,0.854453781512605,0.8507362784471219,0.8582039162727887,0.9565606500210533,0.7753869878687122,2,40
0.8937278106508876,0.8487706298416975,0.8433734939759037,0.8542372881355932,0.9540690529725394,0.7668937671358249,3,40
0.9022485207100591,0.858899897505979,0.8413654618473896,0.8771807397069086,0.9570525480415498,0.7845701160227888,4,40
0.8557191729882493,0.6836268754076974,0.8343949044585988,0.5790055248618785,0.9267300385987027,0.6107306483541334,0,20
0.8247806038970698,0.643030303030303,0.8447452229299363,0.5190802348336595,0.9193845761307858,0.563422606490691,1,20
0.8192771084337349,0.6372051358614511,0.8495222929936306,0.5097945532728141,0.9199759937738765,0.5571271863016884,2,20
0.8636025583816749,0.6956521739130436,0.8343949044585988,0.5964712578258395,0.9284265232390289,0.6251570442214576,3,20
0.8415885765283355,0.6643554995272611,0.839171974522293,0.5498174230568597,0.923384254572018,0.5881862167172934,4,20

