accuracy,f1_score,recall,precision,roc_auc,mcc,seed
0.8394567062818337,0.7683261466091729,0.7310704960835509,0.8095828170177612,0.905953692590248,0.6479504454382691,0
0.8466553480475382,0.7768333662779204,0.7329354718388661,0.8263246425567704,0.9075260247078711,0.6634261191836905,1
0.848421052631579,0.7835531419705197,0.7534502051473331,0.8161616161616162,0.9100356749564968,0.668475192602106,2
0.8431918505942275,0.7738270153785876,0.7366654233494965,0.8149370744790592,0.9088685363591396,0.6562434110697916,3
0.8512054329371816,0.784074110574554,0.741887355464379,0.8313479623824451,0.9065388902320645,0.673658774663146,4
