accuracy,f1_score,recall,precision,roc_auc,mcc,seed
0.9198880298587043,0.892755174875089,0.8664703844821614,0.9206845785793154,0.9671953438678487,0.8298852244102355,0
0.9203545721141029,0.8934462773071778,0.8676827156217527,0.9207866201065981,0.9673314567000202,0.8308816412889563,1
0.9200213276459611,0.893048128342246,0.8676827156217527,0.9199412412780023,0.9672061987442494,0.8301692013672208,2
0.9200213276459611,0.8929718159115233,0.8669899549705576,0.9205590290547996,0.9671139088400535,0.830169610217769,3
0.9208211143695014,0.8941365175548032,0.868895046761344,0.9208883994126285,0.9674423321791075,0.8318783518705637,4
