accuracy,f1_score,recall,precision,roc_auc,mcc,seed
0.9176231176231177,0.844880441446965,0.8420409410326917,0.8477391571824054,0.9584971506233532,0.7888107141822258,0
0.9169719169719169,0.8443223443223444,0.845096241979835,0.8435498627630376,0.9578894298385326,0.787712966620083,1
0.9192511192511192,0.8483644145521247,0.847846012832264,0.8488834505965127,0.9584024607038528,0.7933392021743435,2
0.9160765160765161,0.8425713849442662,0.8429575313168347,0.8421855921855922,0.9571628126886255,0.7853605229117714,3
0.9181929181929182,0.8461656206949334,0.8444851817904063,0.8478527607361963,0.9571624567114846,0.7904500249279044,4
