seed,f1_macro,precision,roc_auc,accuracy,mcc,recall
0,0.7764105642256902,0.7653846153846153,0.9337831647221118,0.8792153047989624,0.6938282123164446,0.7877588306942753
1,0.7234171463192972,0.7197106690777577,0.9013889770996968,0.8519779507133592,0.6223847250216932,0.7271619975639464
2,0.781324582338902,0.7657894736842106,0.9349200693462538,0.8811608300907912,0.7000527509571174,0.7975030450669914
3,0.7919304962450302,0.7667522098659824,0.9392177952207923,0.8854571984435797,0.7137580066874408,0.8188185140073082
4,0.7744137726328287,0.7553561088592936,0.9297298818357919,0.8767833981841764,0.6901484108763997,0.7944579780755177
