accuracy,f1_score,recall,precision,roc_auc,mcc,seed,num_samples_test,similarity
0.7030481809242871,0.30414746543778803,0.6226415094339622,0.20121951219512196,0.7613342170121988,0.2190127141228564,0,1017,20
0.7325467059980334,0.33658536585365856,0.6509433962264151,0.22697368421052633,0.7855042147339644,0.26230505392141396,1,1017,20
0.7207472959685349,0.32701421800947866,0.6509433962264151,0.21835443037974683,0.7645444566410537,0.25077205210724757,2,1017,20
0.7089478859390363,0.3051643192488263,0.6132075471698113,0.203125,0.7588488702027629,0.2193057477269707,3,1017,20
0.7030481809242871,0.32286995515695066,0.6792452830188679,0.21176470588235294,0.7745272663256217,0.24940789238800892,4,1017,20
0.7948369565217391,0.5746478873239437,0.6754966887417219,0.5,0.8559008320597724,0.4521188296563249,0,736,40
0.7663043478260869,0.572139303482587,0.7615894039735099,0.4581673306772908,0.8644251995245373,0.4507183912521364,1,736,40
0.7581521739130435,0.555,0.7350993377483444,0.4457831325301205,0.8665647817965698,0.4260675744227448,2,736,40
0.7649456521739131,0.5597964376590331,0.7284768211920529,0.45454545454545453,0.8675496688741722,0.43223649775578105,3,736,40
0.7853260869565217,0.56353591160221,0.6754966887417219,0.4834123222748815,0.8633610686590819,0.436824542709555,4,736,40
0.8680351906158358,0.614065180102916,0.5474006116207951,0.69921875,0.8843091303711003,0.5417360501259848,0,1705,60
0.8656891495601173,0.6003490401396161,0.5259938837920489,0.6991869918699187,0.8849216388596691,0.5291937092342497,1,1705,60
0.8721407624633432,0.6202090592334495,0.5443425076452599,0.7206477732793523,0.8880041544054007,0.5528858104819351,2,1705,60
0.8703812316715542,0.626057529610829,0.5657492354740061,0.7007575757575758,0.8898505568057238,0.553333498851237,3,1705,60
0.8633431085043989,0.6003430531732419,0.5351681957186545,0.68359375,0.8877489425351638,0.5250546801704613,4,1705,60
0.7796257796257796,0.6200716845878136,0.7757847533632287,0.5164179104477612,0.8779286030692307,0.4929898256529211,0,962,80
0.7785862785862786,0.6189624329159212,0.7757847533632287,0.5148809523809523,0.8726615168965455,0.4914509118051896,1,962,80
0.7598752598752598,0.6104553119730185,0.8116591928251121,0.4891891891891892,0.8717027615793976,0.48218755613051956,2,962,80
0.7598752598752598,0.6037735849056604,0.7892376681614349,0.4888888888888889,0.8705558960417967,0.4711096309586289,3,962,80
0.7557172557172557,0.5955249569707401,0.7757847533632287,0.48324022346368717,0.8624186119892959,0.4587152064036243,4,962,80
