seed,fold,f1_macro,precision,roc_auc,accuracy,mcc,recall
1,0,0.49121644017235666,0.36359175662414134,0.85911577501942,0.7523394643433365,0.3946612452886317,0.7568947906026557
2,0,0.39967940154955917,0.2706222865412446,0.7961231659053576,0.6374636979670861,0.27716376492331213,0.7640449438202247
3,0,0.4897560975609756,0.3592557251908397,0.8608193993777353,0.7468538238141336,0.394558587275943,0.7691521961184883
4,0,0.5058391725058392,0.37561942517343905,0.8646023281398348,0.7610519522426589,0.4146943424354073,0.7742594484167518
5,0,0.4377944028816847,0.30038022813688214,0.8351556278319121,0.6726363343013876,0.3352906609314499,0.8069458631256384
