accuracy,f1_score,recall,precision,roc_auc,mcc,seed,similarity
0.9116883116883117,0.8247422680412371,0.851063829787234,0.8,0.9536905023031367,0.7664448705741799,0,20
0.9272727272727272,0.8502673796791443,0.8457446808510638,0.8548387096774194,0.9574650873729619,0.8022617592603679,1,20
0.9181818181818182,0.8372093023255814,0.8617021276595744,0.8140703517587939,0.9539189880821818,0.7831924725466496,2,20
0.9194805194805195,0.8368421052631579,0.8457446808510638,0.828125,0.9545678876946699,0.7834781920093954,3,20
0.9272727272727272,0.8526315789473684,0.8617021276595744,0.84375,0.9537179205966221,0.8044413655394265,4,20
0.9166666666666666,0.6666666666666666,1.0,0.5,0.9292929292929293,0.6741998624632421,0,40
0.8611111111111112,0.5454545454545454,1.0,0.375,0.9191919191919192,0.5640760748177662,1,40
0.9166666666666666,0.6666666666666666,1.0,0.5,0.9292929292929293,0.6741998624632421,2,40
0.9166666666666666,0.6666666666666666,1.0,0.5,0.9292929292929293,0.6741998624632421,3,40
0.9166666666666666,0.6666666666666666,1.0,0.5,0.9292929292929293,0.6741998624632421,4,40
0.8587801882930822,0.7654656696125085,0.7340286831812256,0.7997159090909091,0.9135459419428514,0.6659551398226378,0,60
0.8542775276299631,0.7548209366391184,0.7144719687092569,0.8,0.9117139585466111,0.6537296845398416,1,60
0.8522308636921817,0.752570253598355,0.7157757496740548,0.7933526011560693,0.9116890653539657,0.6493691703909316,2,60
0.8583708555055259,0.7587168758716876,0.7092568448500652,0.815592203898051,0.913121201843341,0.6623951447926363,3,60
0.8534588620548506,0.7503486750348675,0.7014341590612777,0.8065967016491754,0.9053506361766545,0.650516808118596,4,60
0.9078275666477595,0.8084855627578079,0.8265060240963855,0.7912341407151096,0.9500976457759822,0.7481409677596262,0,80
0.9083947816222349,0.8110005851375073,0.8349397590361446,0.78839590443686,0.9520615101354974,0.751150988811549,1,80
0.9064095292115711,0.8054245283018868,0.8228915662650602,0.7886836027713626,0.9479968091952379,0.7441385204095563,2,80
0.9100964265456608,0.8125369603784742,0.827710843373494,0.7979094076655052,0.9509147867434128,0.7536514584305508,3,80
0.9095292115711855,0.8148578061520604,0.8457831325301205,0.786114221724524,0.9533469933145042,0.7559872519568244,4,80
