accuracy,f1_score,recall,precision,roc_auc,mcc,seed,similarity
0.9284140969162996,0.8775894538606404,0.91015625,0.8472727272727273,0.9649216353527608,0.8281556583562742,0,20
0.9295154185022027,0.8783269961977186,0.90234375,0.8555555555555555,0.9633399635736195,0.8293460839860723,1,20
0.9229074889867841,0.8689138576779026,0.90625,0.8345323741007195,0.9623933569785277,0.8158313578299692,2,20
0.9361233480176211,0.8875968992248062,0.89453125,0.8807692307692307,0.9662516775306748,0.8430346877420373,3,20
0.933920704845815,0.8859315589353612,0.91015625,0.8629629629629629,0.9640229582055214,0.8400558465406043,4,20
0.8055555555555556,0.46153846153846156,1.0,0.3,0.8686868686868686,0.48617243480439776,0,40
0.8055555555555556,0.36363636363636365,0.6666666666666666,0.25,0.8585858585858586,0.3223291856101521,1,40
0.8333333333333334,0.4,0.6666666666666666,0.2857142857142857,0.8888888888888888,0.3597531123369122,2,40
0.7777777777777778,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.8484848484848484,0.2901294265928297,3,40
0.8055555555555556,0.46153846153846156,1.0,0.3,0.8787878787878787,0.48617243480439776,4,40
0.8616197183098592,0.7888232133261688,0.7196078431372549,0.8727705112960761,0.9223462077138548,0.6944042202451666,0,60
0.8640845070422535,0.7940234791889007,0.7294117647058823,0.8711943793911007,0.9227469834087481,0.6998827598314072,1,60
0.8683098591549295,0.7978378378378378,0.7235294117647059,0.8891566265060241,0.9299846477052359,0.7099059852610867,2,60
0.8602112676056338,0.7880405766150561,0.7235294117647059,0.8651817116060961,0.9265435789700496,0.6910852839772045,3,60
0.8672535211267606,0.7982878544676297,0.7313725490196078,0.8786808009422851,0.9263852079293255,0.707144152916762,4,60
0.9235585703104617,0.8415359653866955,0.8012358393408857,0.8861047835990888,0.9571808512552348,0.7930755408009705,0,80
0.9225150013044613,0.8383233532934131,0.7929969104016478,0.8891454965357968,0.956624176592892,0.7898200353887279,1,80
0.9225150013044613,0.8386746333514394,0.7950566426364573,0.8873563218390804,0.9558710285203106,0.7899470116847738,2,80
0.9196451865379598,0.8329718004338394,0.7909371781668383,0.8797250859106529,0.9564305819139389,0.7821796458024803,3,80
0.9204278632924602,0.833968426782798,0.7888774459320288,0.8845265588914549,0.955596829365362,0.7840823509167295,4,80
