Model type,Trial,F1_macro_validation_set,Precision validation set,recall validation set,roc_auc validation set,accuracy validation set,mcc validation set,Batch size,Learning rate,Protein layers,Compound layers,Final head layers,Epochs,batch_norm,dropout,best epoch
gat,1,0.7603363700070077,0.8151765589782118,0.7124097176625082,0.9107148046585324,0.8855038500167393,0.6882545660371241,16,0.0001430528340392,"[2560, 1280]","[2560, 1280, 640]","[1280, 640]",115,False,0.0460524699725375,3
gat,2,0.7612195957519698,0.7958452722063037,0.7294812869336835,0.9085343537192688,0.8833277535989287,0.6853525809668194,64,0.0005245835639159,"[2560, 1280]","[2560, 1280, 640]","[2560, 1280]",151,True,0.3124517510477999,6
gat,3,0.7284179325676177,0.8358843537414966,0.6454366382140512,0.8904713954664736,0.8773016404419149,0.6599271411895531,64,0.0048942592286305,"[2560, 1280, 640]",[1280],"[2560, 640]",154,False,0.2965884582811106,4
gat,4,0.7398971344599559,0.8398665554628857,0.6611950098489823,0.904518199411613,0.8814864412453968,0.6725307532705405,16,0.0005482647324817,"[1280, 640]","[2560, 640]","[2560, 1280, 640]",135,False,0.1287710320770415,8
gat,6,0.7450414713306888,0.8264,0.6782665791201575,0.910502527485026,0.881653833277536,0.6744873966437182,16,0.0001430528340392,"[2560, 1280]","[2560, 1280, 640]","[1280, 640]",115,False,0.0460524699725375,2
gat,7,0.7270875763747454,0.752635277582572,0.7032173342087984,0.905176273401198,0.8654168061600268,0.6385585293419556,64,0.0005245835639159,"[2560, 1280]","[2560, 1280, 640]","[2560, 1280]",151,True,0.3124517510477999,3
gat,8,0.7144456886898096,0.8278546712802768,0.6283650689428759,0.8869945638456421,0.8719450954134583,0.64390737510594,64,0.0048942592286305,"[2560, 1280, 640]",[1280],"[2560, 640]",154,False,0.2965884582811106,0
gat,9,0.7689119170984456,0.8112244897959183,0.7307944845699278,0.9157802484277252,0.8880147304988283,0.6969292302926952,16,0.0005482647324817,"[1280, 640]","[2560, 640]","[2560, 1280, 640]",135,False,0.1287710320770415,11
gat,10,0.735474006116208,0.8801463860933212,0.6316480630334865,0.9092542373931478,0.884164713759625,0.6788391737532511,64,8.351305050092099e-05,"[2560, 1280]","[2560, 1280]","[1280, 640]",116,False,0.3481556341177031,0
gat,11,0.7218442932728647,0.8504007123775601,0.6270518713066316,0.907873329386758,0.8767994643454972,0.657378103649619,32,0.0006340966463961,"[2560, 1280, 640]","[2560, 1280]","[2560, 1280, 640]",158,True,0.103047863722637,6
gat,12,0.735658042744657,0.8575174825174825,0.6441234405778069,0.9054004257049808,0.8819886173418146,0.6728840123175285,32,0.0016106816577431,"[1280, 640]","[1280, 640]",[640],80,False,0.4722328026005247,4
gat,13,0.7418335089567967,0.797583081570997,0.6933683519369666,0.9056630799839442,0.8769668563776364,0.6643849784044877,16,0.0001855009309518,[2560],[2560],"[2560, 1280]",192,False,0.00659566888682,4
gat,14,0.7634154573067836,0.7854166666666667,0.7426132632961261,0.9105541584862262,0.8826581854703716,0.6859537391079586,16,5.481093192274659e-05,"[2560, 640]","[2560, 640]",[2560],76,False,0.1757853686499372,1
gat,15,0.76162215628091,0.7649006622516556,0.7583716349310571,0.9115193631743802,0.8789755607633076,0.6805361103373145,16,0.0002194683413906,[1280],[640],"[2560, 1280]",95,False,0.187634405794549,9
gat,16,0.7308845577211395,0.851528384279476,0.6401838476690742,0.9085415083008636,0.879812520924004,0.666556260846871,16,0.0002424733026451,[640],"[2560, 1280]","[2560, 1280]",50,True,0.0592510698558192,2
gat,17,0.7798098024871982,0.8802642444260942,0.6999343401181878,0.9187716011201272,0.8992299966521593,0.723477220158446,16,0.0001053304344624,"[2560, 1280]","[2560, 1280]","[2560, 1280]",180,False,0.0115661788366249,2
gat,18,0.732566498921639,0.8093725178713265,0.6690741956664478,0.9039501108812632,0.875460328088383,0.6573682066341809,16,0.0011507322911826,"[2560, 1280]","[2560, 1280]",[1280],198,False,0.1331358308957543,2
gat,19,0.7727593507410021,0.8352402745995423,0.7189757058437295,0.9139786215201258,0.89219953130231,0.7060075279547805,32,0.0003109663927107,"[2560, 1280]","[2560, 1280]","[2560, 1280]",173,False,0.0093920150666754,8
gat,20,0.7614285714285715,0.8347689898198903,0.6999343401181878,0.9103315551124797,0.8881821225309675,0.6937021051286694,32,0.0002959853280957,"[2560, 1280]","[2560, 1280]","[2560, 1280]",177,True,0.0009365296061046,6
gat,21,0.7645429362880887,0.8087912087912088,0.7248850952068286,0.9223497770204576,0.8861734181452963,0.6915826132226753,32,9.880598637846856e-05,"[2560, 1280]","[2560, 1280]",[640],176,False,0.0674699501382505,5
gat,22,0.7431810131066242,0.806923076923077,0.6887721602101117,0.901056857091142,0.8786407766990292,0.6679455750124575,32,6.153290704019964e-05,"[2560, 1280]",[640],"[2560, 1280]",179,False,0.0067247945180058,1
gat,23,0.7136086662153013,0.7365478686233403,0.6920551543007223,0.8938897365388022,0.8583863408101774,0.6201978220528477,32,0.0003245842187419,"[2560, 1280]","[2560, 1280]","[2560, 1280]",133,False,0.0950459937286577,2
gat,24,0.7692875599852345,0.8785834738617201,0.6841759684832567,0.9126754550498292,0.8953799799129561,0.7121795069691926,16,0.0003698022409478,"[2560, 1280]","[2560, 1280]","[2560, 1280]",171,False,0.166017217443179,12
gat,25,0.7593738623953403,0.8521241830065359,0.6848325673013789,0.9147717474571364,0.8893538667559424,0.6955687743201925,16,0.0003603193240862,"[2560, 1280]","[2560, 1280]","[2560, 1280]",166,False,0.2028302815855722,6
gat,26,0.734984984984985,0.8580192813321648,0.6428102429415627,0.901468577446428,0.8818212253096752,0.6723519924590049,32,0.0001290922082126,"[2560, 1280]","[2560, 1280]","[2560, 1280]",185,False,0.0774988922037831,0
gat,27,0.77039067854695,0.8057347670250896,0.7380170715692712,0.911416396206272,0.887847338466689,0.6975568096751229,16,8.950747295941132e-05,[2560],"[2560, 1280]","[2560, 1280]",169,False,0.0378282710043549,1
gat,28,0.766175967134543,0.8004291845493562,0.7347340774786605,0.9169780876555734,0.8856712420488785,0.6918066495794681,32,0.000186576326488,"[2560, 1280]","[2560, 1280]",[2560],200,True,0.1579666112076148,9
gat,29,0.7323340471092077,0.8021892103205629,0.6736703873933026,0.9112690265771316,0.8744559758955474,0.6553761346235678,16,0.0003560648469152,"[2560, 640]","[2560, 1280]","[2560, 1280]",189,False,0.216984993246433,6
gat,30,0.7516362383740958,0.7905797101449276,0.716349310571241,0.9141861781449512,0.8793103448275862,0.6736043025839982,32,5.091968412957357e-05,[640],"[2560, 1280]","[2560, 1280]",167,False,0.0871437218057223,5
gat,31,0.7495469372961218,0.8365695792880259,0.6789231779382797,0.9191607513520316,0.8843321057917644,0.6816259348946072,16,0.000140088477466,"[2560, 1280]","[2560, 1280]",[1280],144,False,0.0404671892184026,4
gat,32,0.7505391804457225,0.82922954725973,0.685489166119501,0.9184824675134052,0.8838299296953465,0.6809118008847077,16,0.0002471664348207,"[2560, 1280]","[2560, 1280]","[2560, 1280]",164,False,0.031197122227971,10
gat,33,0.751060820367751,0.8137931034482758,0.6973079448456992,0.9146849336165466,0.8821560093739538,0.677920799920715,16,9.286954059268724e-05,"[2560, 1280]","[2560, 1280]","[2560, 1280]",173,False,0.031209927014728,3
gat,34,0.7523659305993691,0.941757156959526,0.6263952724885096,0.9140587233305596,0.8948778038165384,0.7121130386316226,16,7.392583100042344e-05,"[2560, 1280]","[2560, 1280]","[2560, 1280]",184,False,0.0582229679459576,2
gat,35,0.7538514207463197,0.7875536480686696,0.7229152987524623,0.908548515365312,0.8796451288918647,0.6754775446056726,16,0.0001313863016414,"[2560, 1280]","[2560, 1280]","[2560, 640]",186,False,0.065700541667601,6
gat,36,0.7658839779005525,0.8077203204661325,0.7281680892974393,0.915536845136352,0.8865082022095748,0.6928667413569134,16,6.301718978787991e-05,"[2560, 1280]","[2560, 1280]","[2560, 1280]",183,False,0.1134170048801713,2
gat,37,0.6939102564102564,0.8900308324768756,0.5686145764937623,0.9049788954594664,0.8721124874455976,0.6427641251502003,64,7.132837157066209e-05,[1280],"[2560, 1280]","[2560, 1280]",144,False,0.0927651302966292,1
gat,38,0.725904693658187,0.7988958990536278,0.6651346027577151,0.9097137533038308,0.8719450954134583,0.6478662713568305,16,0.000113073968092,"[2560, 1280]","[2560, 1280]","[2560, 1280]",193,True,0.0232188091312996,2
gat,39,0.7385554425228891,0.7636746143057503,0.7150361129349967,0.9032675490453944,0.8709407432206226,0.6536254354205441,64,0.0001667042048793,"[2560, 1280]","[1280, 640]","[1280, 640]",159,False,0.0512130425545563,1
gat,40,0.7612184736324926,0.7594771241830065,0.762967826657912,0.9193233152472392,0.8779712085704721,0.6792661186572532,16,7.41620809952823e-05,"[2560, 1280]","[2560, 1280]","[2560, 1280]",142,False,0.0696682954024605,6
gat,41,0.7576936681995048,0.821319018404908,0.7032173342087984,0.9129952722229788,0.8853364579845999,0.6867133101249583,16,0.0001114947213844,"[2560, 1280]","[2560, 1280]","[2560, 1280]",121,False,0.1456160381365592,6
gat,42,0.746381805651275,0.78535170413343,0.711096520026264,0.9097118355809292,0.8767994643454972,0.6667154630482709,64,0.0001667115546066,"[2560, 1280, 640]",[1280],"[2560, 1280]",105,True,0.1131034642073127,11
