Model type,Trial,F1_macro_validation_set,Precision validation set,recall validation set,roc_auc validation set,accuracy validation set,mcc validation set,Batch size,Learning rate,Protein layers,Compound layers,Final head layers,Epochs,batch_norm,dropout,best epoch
gat,0,0.7051282051282052,0.8738828202581926,0.5910006715916722,0.9008435939540818,0.8628656605179803,0.640211436984575,16,0.0001430528340392,"[2560, 1280]","[2560, 1280, 640]","[1280, 640]",115,False,0.0460524699725375,3
gat,1,0.7115456938698759,0.8085470085470086,0.6353257219610476,0.8852828599345173,0.8570896217626235,0.626309419033461,64,0.0005245835639159,"[2560, 1280]","[2560, 1280, 640]","[2560, 1280]",151,True,0.3124517510477999,2
gat,2,0.7126264518546273,0.8059322033898305,0.638683680322364,0.8925801415988176,0.8570896217626235,0.6266305840580506,64,0.0048942592286305,"[2560, 1280, 640]",[1280],"[2560, 640]",154,False,0.2965884582811106,11
gat,3,0.7254368932038835,0.860036832412523,0.6272666218938885,0.9039627372261636,0.8682690516117011,0.6553806372667393,16,0.0005482647324817,"[1280, 640]","[2560, 640]","[2560, 1280, 640]",135,False,0.1287710320770415,8
gat,4,0.7256119839240044,0.7956730769230769,0.6668905305574211,0.9047205724912034,0.8600708030557108,0.6371182823901879,64,8.351305050092099e-05,"[2560, 1280]","[2560, 1280]","[1280, 640]",116,False,0.3481556341177031,3
gat,5,0.7044315992292871,0.8264014466546112,0.6138347884486233,0.8798883924783117,0.8570896217626235,0.6246647574313504,32,0.0006340966463961,"[2560, 1280, 640]","[2560, 1280]","[2560, 1280, 640]",158,True,0.103047863722637,4
gat,6,0.7310704960835509,0.8221476510067114,0.6581598388179987,0.9063235256934904,0.8656605179802497,0.6500649487669443,64,0.0001182435614938,"[1280, 640]","[2560, 1280]",[640],188,False,0.1182999058527596,10
gat,7,0.6954113924050633,0.8460057747834456,0.590329079919409,0.896937088243128,0.8565306502701695,0.6221972968761965,16,0.0003852169673817,[2560],"[1280, 640]",[640],196,True,0.0955034776852105,8
gat,8,0.6958925750394944,0.8446788111217641,0.5916722632639355,0.8762622650338341,0.8565306502701695,0.6222265171297013,16,0.0017918222595957,"[2560, 1280]","[1280, 640]","[2560, 1280]",181,False,0.4855230702550644,5
gat,9,0.7210545065906662,0.7678300455235205,0.6796507723304231,0.8827320065212627,0.854108440469536,0.6248980738069171,64,0.00366160360854,[1280],[1280],[1280],125,False,0.2780173768825734,6
gat,10,0.7189988623435722,0.8257839721254355,0.6366689053055742,0.8981937682250202,0.8619340413638904,0.6388554753642361,32,0.0002683001846524,"[1280, 640]","[2560, 640]","[2560, 1280, 640]",80,False,0.0019190721168773,6
gat,11,0.7249712313003452,0.8452593917710197,0.6346541302887844,0.9041979155373892,0.8664058133035215,0.6505355267093856,16,5.5071162190185065e-05,"[1280, 640]",[2560],[640],80,False,0.1786806187159879,8
gat,12,0.7260700389105058,0.8630897317298798,0.6265950302216252,0.893090329599459,0.868828023104155,0.656913044816865,16,5.057655171079369e-05,"[1280, 640]",[2560],"[2560, 1280]",63,False,0.1727194190190153,5
gat,13,0.7553930530164534,0.8290529695024077,0.6937541974479516,0.9157017370983568,0.8753493571827837,0.6774473230698,16,0.0001727601988549,[640],[640],[2560],54,False,0.1930944166811743,13
gat,14,0.7461100569259962,0.8577661431064573,0.6601746138347885,0.9060798615669112,0.8753493571827837,0.6753672049721092,16,5.00340558717013e-05,[640],[640],[2560],50,True,0.2150215936514955,8
gat,15,0.7084468664850136,0.8425925925925926,0.6111484217595702,0.8767536630147643,0.8604434507173467,0.6335547285160581,16,0.0001939411248604,[640],[640],[2560],50,True,0.2292692587860269,0
gat,16,0.7368799424874192,0.7927300850734725,0.6883814640698456,0.9069862851905895,0.8636109558412521,0.6483717682909972,16,0.0001050797255032,[640],[640],[2560],92,True,0.2259519534424271,10
