accuracy,f1_score,recall,precision,roc_auc,mcc,seed,num_samples_test,similarity
0.7197640117994101,0.3262411347517731,0.6509433962264151,0.21766561514195584,0.7641198765611086,0.2498308488903351,0,1017,20
0.7158308751229105,0.32634032634032634,0.660377358490566,0.21671826625386997,0.7712859598616489,0.251156736773644,1,1017,20
0.7404129793510325,0.34,0.6415094339622641,0.23129251700680273,0.7695047946482199,0.26517783563348224,2,1017,20
0.7561455260570304,0.3641025641025641,0.6698113207547169,0.25,0.7716691174947705,0.29695439930210704,3,1017,20
0.7010816125860374,0.3090909090909091,0.6415094339622641,0.20359281437125748,0.7519106103597539,0.22740698799796916,4,1017,20
0.8614130434782609,0.6330935251798561,0.5827814569536424,0.6929133858267716,0.8914586517235524,0.5515719913220047,0,736,40
0.8532608695652174,0.6351351351351351,0.6225165562913907,0.6482758620689655,0.8881417331748458,0.5435205663088867,1,736,40
0.8559782608695652,0.6442953020134228,0.6357615894039735,0.6530612244897959,0.8931454123507104,0.5541045627287214,2,736,40
0.842391304347826,0.6209150326797386,0.6291390728476821,0.6129032258064516,0.88052300899983,0.5215220838205279,3,736,40
0.8464673913043478,0.6245847176079734,0.6225165562913907,0.6266666666666667,0.877749476424973,0.5280919426266598,4,736,40
0.8586510263929619,0.5949579831932773,0.5412844036697247,0.6604477611940298,0.887060980102351,0.5140694370459884,0,1705,60
0.864516129032258,0.6143572621035058,0.5626911314984709,0.6764705882352942,0.893874027420851,0.5363445922127386,1,1705,60
0.86158357771261,0.6013513513513513,0.5443425076452599,0.6716981132075471,0.8960089301962247,0.5229097217983432,2,1705,60
0.8733137829912023,0.6387959866220736,0.5840978593272171,0.7047970479704797,0.8962153189260684,0.5664482871851824,3,1705,60
0.8668621700879765,0.6132879045996593,0.5504587155963303,0.6923076923076923,0.9026777273271993,0.5392610767755287,4,1705,60
0.5738045738045738,0.5036319612590799,0.9327354260089686,0.3449419568822554,0.8567753053757047,0.347457764214845,0,962,80
0.5758835758835759,0.5060532687651331,0.9372197309417041,0.3466003316749585,0.8553978531162582,0.3525510089033829,1,962,80
0.5717255717255717,0.5048076923076923,0.9417040358744395,0.3448275862068966,0.851526423417902,0.3517811916640449,2,962,80
0.5748440748440748,0.5054413542926239,0.9372197309417041,0.34602649006622516,0.8570301643840602,0.3515693526905826,3,962,80
0.5717255717255717,0.5036144578313253,0.9372197309417041,0.3443163097199341,0.8523395450159892,0.3486280811239113,4,962,80
