accuracy,f1_score,recall,precision,roc_auc,mcc,seed,num_samples_test,similarity
0.6662315056570931,0.3819500402900886,0.9115384615384615,0.2415902140672783,0.9152468483430211,0.3499704790011601,0,2298,20
0.6222802436901653,0.3551263001485884,0.9192307692307692,0.22007366482504603,0.9140899826375783,0.31954479673300323,1,2298,20
0.6335944299390774,0.3601823708206687,0.9115384615384615,0.22443181818181818,0.9086208198082584,0.3239577628616809,2,2298,20
0.6879895561357703,0.3979848866498741,0.9115384615384615,0.2545649838882922,0.9248962029138673,0.36844465635038576,3,2298,20
0.6122715404699739,0.34725274725274724,0.9115384615384615,0.21447963800904976,0.9009926775873783,0.30788855438466906,4,2298,20
0.8914798206278027,0.7256235827664399,0.64,0.837696335078534,0.931528323699422,0.6687729314825405,0,1115,40
0.8887892376681614,0.7219730941704036,0.644,0.8214285714285714,0.933956069364162,0.6612970392207709,1,1115,40
0.8932735426008969,0.734966592427617,0.66,0.8291457286432161,0.9324023121387284,0.6760535218049557,2,1115,40
0.8914798206278027,0.7256235827664399,0.64,0.837696335078534,0.9283653179190753,0.6687729314825405,3,1115,40
0.8941704035874439,0.7377777777777778,0.664,0.83,0.9329572254335259,0.6790779027968002,4,1115,40
0.9234104046242775,0.8221476510067114,0.8844765342960289,0.768025078369906,0.96786123095888,0.7767834108921612,0,1384,60
0.9248554913294798,0.8249158249158249,0.8844765342960289,0.7728706624605678,0.9681938696643283,0.7802195573814096,1,1384,60
0.9234104046242775,0.8215488215488216,0.8808664259927798,0.7697160883280757,0.9672481321684456,0.7759221101335542,2,1384,60
0.9219653179190751,0.8187919463087249,0.8808664259927798,0.7648902821316614,0.9699516369411588,0.7724954358419064,3,1384,60
0.9226878612716763,0.8189509306260575,0.8736462093862816,0.7707006369426752,0.9699614204324956,0.7724914917298669,4,1384,60
0.8765859284890427,0.8650693568726355,0.997093023255814,0.7639198218262806,0.9930466005602739,0.7777980030321727,0,867,80
0.8765859284890427,0.8650693568726355,0.997093023255814,0.7639198218262806,0.9932856062964116,0.7777980030321727,1,867,80
0.8719723183391004,0.8607277289836889,0.997093023255814,0.7571743929359823,0.9934134465738805,0.7705972738457786,2,867,80
0.8731257208765859,0.8618090452261307,0.997093023255814,0.7588495575221239,0.9932300235670772,0.7723917732840551,3,867,80
0.8742791234140715,0.8628930817610063,0.997093023255814,0.7605321507760532,0.9933967717550802,0.7741900435803997,4,867,80
