accuracy,f1_score,recall,precision,roc_auc,mcc,seed,num_samples_test,similarity
0.922077922077922,0.845360824742268,0.8723404255319149,0.82,0.9556097828471156,0.7940225598425031,0,770,20
0.9207792207792208,0.8423772609819121,0.8670212765957447,0.8190954773869347,0.9539464063756672,0.7900981408759474,1,770,20
0.912987012987013,0.8286445012787724,0.8617021276595744,0.7980295566502463,0.9564871682386489,0.7714673511163433,2,770,20
0.9181818181818182,0.8372093023255814,0.8617021276595744,0.8140703517587939,0.9553721576369086,0.7831924725466496,3,770,20
0.9181818181818182,0.8363636363636363,0.8563829787234043,0.817258883248731,0.9548786283541714,0.782237841954197,4,770,20
0.9603399433427762,0.9639175257731959,0.9639175257731959,0.9639175257731959,0.9932568242235622,0.9198923685404915,0,353,40
0.9575070821529745,0.9612403100775194,0.9587628865979382,0.9637305699481865,0.9922518316799586,0.9142340109654666,1,353,40
0.9603399433427762,0.9637305699481865,0.9587628865979382,0.96875,0.9928677948518447,0.9200432728858863,2,353,40
0.9631728045325779,0.9665809768637532,0.9690721649484536,0.9641025641025641,0.9936458535952798,0.9255872863606908,3,353,40
0.9603399433427762,0.9639175257731959,0.9639175257731959,0.9639175257731959,0.9931271477663232,0.9198923685404915,4,353,40
0.8505935325419566,0.7449336128581412,0.6949152542372882,0.802710843373494,0.9092767594041814,0.6433894274499167,0,2443,60
0.8608268522308636,0.7671232876712328,0.7301173402868318,0.8080808080808081,0.9146482436296763,0.6699942162084485,1,2443,60
0.8559148587801882,0.7579092159559835,0.7183833116036505,0.8020378457059679,0.9093739984379522,0.6578025376677671,2,2443,60
0.8575521899304134,0.760989010989011,0.7222946544980443,0.8040638606676342,0.9131989930703575,0.6618708742554975,3,2443,60
0.8575521899304134,0.7606602475928473,0.7209908735332464,0.8049490538573508,0.9154518270047575,0.6617260782518806,4,2443,60
0.7473057288712422,0.64,0.9542168674698795,0.48145896656534953,0.9486052518680061,0.5424019951245891,0,3526,80
0.7504254112308565,0.643146796431468,0.9554216867469879,0.484718826405868,0.9485386650459404,0.5467757151448078,1,3526,80
0.7464549064095292,0.639225181598063,0.9542168674698795,0.48058252427184467,0.949029798720103,0.5413945598901687,2,3526,80
0.7456040839478162,0.6381605486083098,0.9530120481927711,0.4796846573681019,0.9481507632905509,0.5397193471410728,3,3526,80
0.7467385138967668,0.6394832458619297,0.9542168674698795,0.4808743169398907,0.9483697400879483,0.5417301705332863,4,3526,80
