accuracy,f1_score,recall,precision,roc_auc,mcc,seed
0.8408448609251822,0.6679081315952825,0.856687898089172,0.5473041709053916,0.9310390425937211,0.5945706909627326,0
0.8705934850513164,0.7088353413654619,0.8431528662420382,0.6114318706697459,0.9343679331344175,0.6417481928218142,1
0.88472408151123,0.7321119944694089,0.8431528662420382,0.6469150885766646,0.9391988875930742,0.6696937261787194,2
0.8756507511527591,0.7140902872777019,0.8312101910828026,0.6258992805755396,0.9313466205455081,0.6471020818718447,3
0.8653874758292429,0.6984338553815395,0.8343949044585988,0.6005730659025788,0.9277430652240019,0.6284978871254292,4
